@relation ProteinFoldsPFRES

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssC numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCCC numeric
@attribute adssCCE numeric
@attribute adssCCH numeric
@attribute adssCEC numeric
@attribute adssCEE numeric
@attribute adssCEH numeric
@attribute adssCHC numeric
@attribute adssCHE numeric
@attribute adssCHH numeric
@attribute adssECC numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssEEH numeric
@attribute adssEHC numeric
@attribute adssEHE numeric
@attribute adssEHH numeric
@attribute adssHCC numeric
@attribute adssHCE numeric
@attribute adssHCH numeric
@attribute adssHEC numeric
@attribute adssHEE numeric
@attribute adssHEH numeric
@attribute adssHHC numeric
@attribute adssHHE numeric
@attribute adssHHH numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
11,0,11,22,0,14,14,9,1,8,8,6,2,2,32,10,13,23,7,13,0.6689,0.3311,0,10,12,0,0,1,0,6,2,0,0,0,0,1,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,296,j
3,21,7,11,0,19,17,15,28,12,16,16,12,13,7,5,10,7,17,12,0.396,0.3564,0.2475,3,4,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,101,z
4,34,19,8,0,9,9,0,16,18,17,19,21,9,9,7,9,2,9,12,0.2877,0.137,0.5753,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,73,c
8,2,31,20,36,12,9,20,9,7,1,1,0,0,9,17,8,0,1,6,0.8205,0.1795,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-
32,20,0,0,15,4,1,31,0,21,16,18,6,4,0,13,8,4,1,12,0.4421,0.133,0.4249,6,3,6,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,1,0,0,0,233,s
29,7,2,12,8,4,2,33,6,24,11,4,9,8,0,8,10,4,15,32,0.4372,0.196,0.3668,8,11,11,0,0,1,0,1,1,2,1,1,0,1,3,2,1,1,0,3,0,1,1,1,2,2,0,1,0,2,398,q
4,8,20,11,5,11,6,14,6,25,17,13,13,22,8,4,8,0,2,21,0.5214,0.1357,0.3429,9,3,7,0,0,1,0,0,0,5,2,0,1,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,280,p
1,4,36,9,0,11,7,2,5,18,8,13,4,6,20,6,12,1,9,19,0.4304,0.5696,0,2,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,g
4,28,16,21,5,21,21,9,10,11,6,22,1,15,7,7,10,5,23,19,0.475,0.25,0.275,2,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,80,z
3,6,7,12,0,1,4,16,18,12,7,2,5,9,8,14,13,3,14,15,0.528,0.36,0.112,5,6,0,0,1,0,3,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,g
4,6,7,9,0,5,10,30,3,19,15,16,8,3,0,3,5,2,7,15,0.3951,0.4321,0.1728,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,81,g
11,4,9,17,10,6,17,0,23,7,6,6,6,17,2,17,0,13,20,13,0.4207,0.1724,0.4069,5,3,5,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,145,r
10,27,3,16,0,9,9,23,7,20,18,11,9,11,10,5,8,11,1,7,0.3226,0.1129,0.5645,3,2,5,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,124,c
7,5,16,15,1,8,10,20,6,4,19,13,22,16,10,8,9,0,4,6,0.5695,0.1921,0.2384,5,3,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,151,u
29,7,3,9,9,10,3,14,2,10,11,5,30,6,0,4,17,0,7,9,0.4375,0.1534,0.4091,4,4,7,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,1,0,0,1,1,1,0,2,1,0,0,176,s
3,3,21,16,13,25,6,18,1,13,7,7,2,17,9,12,19,24,28,9,0.5204,0.4344,0.0452,9,11,1,1,2,0,1,4,1,0,0,0,1,3,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,221,j
14,3,5,20,0,7,14,19,0,16,10,10,13,8,25,9,15,0,4,16,0.5217,0.2484,0.2298,5,6,2,0,0,0,1,2,0,0,1,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,161,u
27,6,4,11,0,1,2,12,3,2,10,4,13,24,25,19,22,13,1,7,0.5369,0.0828,0.3803,16,3,12,0,0,3,2,0,0,8,1,1,1,0,2,0,0,0,0,0,0,1,2,6,1,0,0,1,0,0,447,p
4,3,2,2,10,26,17,14,7,12,14,6,9,8,17,13,7,19,7,35,0.5085,0.4915,0,5,8,0,0,1,0,3,1,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,g
27,5,19,10,3,17,12,0,0,5,14,22,7,3,26,11,25,0,7,12,0.5974,0.1184,0.2842,14,6,7,1,0,3,2,0,0,3,4,0,2,1,3,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,380,p
17,16,17,1,7,10,11,24,12,23,1,25,0,8,11,11,5,0,7,16,0.4293,0.1111,0.4596,7,2,6,0,0,1,1,0,0,3,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,198,t
11,24,10,6,3,5,11,14,9,16,18,10,10,16,8,10,6,1,25,6,0.4938,0.2099,0.2963,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,81,u
13,10,1,12,10,9,14,18,8,15,6,11,2,6,16,6,9,26,16,17,0.5263,0.4737,0,3,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,k
9,26,22,17,9,10,11,13,17,6,4,22,6,21,0,8,6,18,14,4,0.1765,0,0.8235,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,c
16,17,1,13,0,24,13,7,13,3,9,4,4,9,22,6,10,0,1,7,0.547,0.0644,0.3886,28,5,21,1,0,5,3,0,1,13,1,3,2,0,2,0,0,0,1,0,0,3,4,9,1,0,0,3,0,0,808,p
0,10,6,14,0,22,27,7,16,22,8,8,10,2,10,5,7,0,4,13,0.474,0.0714,0.4545,9,2,9,0,1,0,1,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,308,t
10,12,9,21,0,6,14,4,6,20,23,10,5,0,23,4,10,7,5,13,0.5142,0.1108,0.375,11,5,9,0,0,3,0,0,0,3,3,1,1,0,3,1,0,0,0,0,0,2,0,1,3,1,0,0,1,0,352,p
5,13,8,7,8,19,11,15,7,19,15,12,28,12,12,11,8,0,12,16,0.5017,0.0842,0.4141,13,1,10,1,0,2,1,0,0,6,0,2,0,0,1,0,0,0,0,0,0,2,1,4,0,0,0,2,0,0,297,p
7,3,14,5,2,23,19,7,5,14,17,2,10,4,16,20,9,6,2,16,0.5263,0.4737,0,5,7,0,0,0,0,2,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,g
6,8,10,16,10,10,3,2,2,8,13,12,6,9,8,23,15,1,12,10,0.6429,0.2976,0.0595,6,2,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,g
0,16,5,0,12,21,8,9,6,13,10,19,8,7,8,7,27,0,6,16,0.4867,0.5133,0,3,7,0,0,0,0,1,1,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,g
12,11,11,0,5,5,5,21,5,7,3,13,3,14,2,15,14,7,30,17,0.5871,0.1264,0.2865,10,5,6,0,0,1,1,0,1,3,2,0,1,1,2,0,0,0,1,0,0,1,1,2,2,0,0,0,0,0,356,p
11,2,18,13,10,11,16,8,12,17,10,5,8,2,24,14,14,2,5,17,0.5794,0.4206,0,5,7,0,0,0,0,4,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,g
22,4,13,8,7,7,12,25,4,9,14,8,12,20,7,20,12,17,7,3,0.5411,0.1303,0.3286,13,5,9,0,0,2,2,0,0,4,3,1,0,0,5,0,0,0,0,0,0,2,2,0,3,0,0,1,0,0,353,p
20,2,15,18,0,13,12,4,2,16,11,2,7,3,0,12,8,0,1,14,0.5776,0.2487,0.1736,22,18,6,2,4,0,7,5,1,1,0,1,3,8,1,5,0,0,1,0,0,1,1,2,0,0,0,1,0,0,599,i
17,8,13,10,12,8,20,4,15,3,10,19,1,12,14,8,9,13,11,5,0.6373,0.2549,0.1078,5,3,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,k
19,8,6,7,8,7,19,5,7,2,12,15,6,15,15,6,10,14,9,4,0.6311,0.2524,0.1165,5,3,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103,k
3,15,13,13,0,12,10,3,47,3,7,8,27,6,7,12,15,4,21,0,0.4712,0.2408,0.288,6,4,4,0,1,0,2,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,191,r
6,7,21,11,36,11,11,0,3,8,6,10,4,0,14,12,2,0,0,8,0.5217,0.087,0.3913,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-
9,9,6,13,0,20,26,6,7,16,9,20,3,2,14,8,12,10,0,22,0.2667,0,0.7333,3,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,150,a
23,2,7,15,15,4,16,7,5,14,23,2,4,3,0,13,15,8,5,11,0.3238,0.2476,0.4286,2,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,105,v
26,18,6,13,12,12,12,10,7,14,9,1,13,11,0,4,9,13,19,20,0.5413,0.2018,0.2569,5,3,2,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,v
5,22,8,8,0,13,15,14,2,9,21,30,8,10,0,10,12,0,1,6,0.1905,0,0.8095,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,84,d
13,23,8,5,2,5,8,16,9,11,11,13,10,9,19,8,6,18,26,5,0.4405,0.2143,0.3452,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,84,u
9,10,1,2,0,6,6,13,5,15,11,13,9,2,40,20,10,19,0,19,0.6383,0.3617,0,5,6,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,g
8,5,7,6,0,8,10,13,9,4,5,5,3,3,26,19,15,5,9,18,0.5435,0.4565,0,4,6,0,0,0,0,2,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,g
6,3,22,13,15,21,8,17,0,15,8,3,5,15,7,12,17,29,29,12,0.4753,0.4753,0.0493,6,11,1,0,0,0,1,4,1,0,0,0,0,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,223,j
6,23,10,18,0,13,9,7,0,14,13,9,2,12,19,7,8,10,22,6,0.5023,0.0841,0.4136,17,3,14,0,0,4,3,0,0,8,0,2,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,1,0,1,440,p
9,9,12,6,12,15,17,17,8,4,10,8,2,13,16,16,19,5,6,19,0.3626,0.6374,0,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91,g
19,8,24,7,0,20,6,36,3,9,9,5,0,4,0,17,9,13,11,13,0.5934,0.1465,0.2601,13,6,6,0,1,1,4,0,0,4,2,0,0,0,5,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,273,p
13,21,4,6,12,9,8,14,5,12,19,19,9,13,9,7,10,1,14,8,0.4242,0.1414,0.4343,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,99,c
13,14,3,25,3,12,23,1,4,25,25,13,21,8,7,8,10,4,2,19,0.4232,0.2288,0.348,9,8,6,1,0,2,1,2,1,1,0,0,1,2,0,1,0,1,1,2,0,1,2,0,1,0,1,0,0,0,319,s
3,2,9,17,0,14,13,2,14,16,13,14,7,16,27,6,17,5,8,16,0.4509,0.2659,0.2832,6,4,4,0,1,0,1,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,173,u
9,0,8,25,1,8,20,21,5,15,8,3,1,19,17,9,5,3,10,5,0.4655,0.3103,0.2241,3,5,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,116,q
4,6,1,10,8,3,6,31,28,17,6,1,2,15,10,5,9,3,14,11,0.5124,0.1307,0.3569,12,3,7,0,2,1,2,0,1,5,0,0,0,0,2,0,0,0,0,0,1,2,1,2,0,0,0,1,0,0,283,p
10,11,5,17,13,18,25,2,18,9,14,18,36,7,3,5,7,0,10,7,0.448,0,0.552,6,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,125,f
9,3,19,20,18,19,18,4,8,8,1,6,2,17,16,15,17,2,9,17,0.6444,0.3556,0,7,5,0,0,1,0,3,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,g
11,8,13,2,4,5,9,11,12,14,11,3,11,9,0,23,36,1,5,18,0.4906,0.4757,0.0337,11,14,0,0,1,0,7,2,0,0,0,0,1,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,267,i
5,11,9,17,14,2,13,9,14,7,21,7,10,10,22,10,29,10,3,4,0.3423,0,0.6577,4,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,111,d
19,23,6,3,0,21,15,8,6,11,18,16,9,11,13,8,6,1,1,9,0.4187,0.1176,0.4637,6,2,10,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,2,0,1,289,p
7,8,7,20,0,28,20,1,8,12,3,7,20,8,5,16,16,0,7,7,0.2262,0,0.7738,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,168,a
20,9,20,3,0,32,11,8,8,13,10,12,6,0,12,16,16,0,15,12,0.144,0,0.856,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,125,d
12,10,2,0,5,1,0,28,9,33,16,7,2,13,0,7,7,0,6,21,0.5282,0.1157,0.3561,12,3,9,0,1,2,1,0,1,6,0,0,0,0,2,0,0,0,1,0,0,3,1,3,1,0,0,0,0,0,337,s
9,6,5,6,0,24,14,23,18,4,8,0,12,10,12,15,5,29,8,16,0.5991,0.3333,0.0676,9,9,2,0,1,0,5,1,2,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,222,n
10,2,11,13,16,5,14,7,5,15,9,3,17,9,16,23,23,1,17,22,0.3514,0.3423,0.3063,2,5,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,111,z
8,10,5,6,23,4,10,20,6,20,13,13,13,17,8,6,23,0,14,19,0.4485,0.0818,0.4697,13,3,12,0,0,1,1,0,1,8,0,1,0,0,2,0,0,0,1,0,0,1,2,7,0,0,0,1,0,0,330,t
14,8,4,11,0,7,6,0,2,12,13,11,7,16,0,11,13,14,20,12,0.5044,0.4956,0,3,5,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,g
22,10,5,16,8,19,9,9,0,10,8,13,4,6,26,7,8,1,25,10,0.5938,0.4062,0,2,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,k
25,9,7,12,8,4,12,12,2,13,2,11,8,3,18,16,15,8,0,19,0.5652,0.3623,0.0725,4,6,1,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,138,h
8,4,18,30,12,3,13,6,5,11,10,20,0,14,9,12,14,0,2,23,0.541,0.1803,0.2787,5,3,2,0,1,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,122,u
8,2,8,4,0,6,5,16,4,5,10,7,3,3,28,27,9,2,9,18,0.6082,0.3918,0,5,5,0,0,1,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,g
9,6,5,1,0,4,6,20,6,15,11,13,6,4,34,18,15,20,0,10,0.5612,0.4388,0,5,7,0,0,0,0,3,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,g
10,12,5,8,0,8,9,3,7,13,21,12,5,18,37,21,8,0,10,6,0.53,0.42,0.05,4,5,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,g
14,8,5,15,12,27,33,1,10,8,7,29,22,9,5,8,9,0,4,5,0.3445,0,0.6555,4,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,119,f
4,8,5,11,28,11,21,18,5,12,10,12,15,0,15,18,6,0,2,19,0.5882,0.4118,0,6,6,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,g
11,2,6,10,0,13,11,5,6,11,12,1,2,1,29,23,21,3,2,17,0.4565,0.5435,0,4,7,0,0,0,0,2,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,g
4,3,14,16,8,6,10,20,14,15,13,12,2,16,18,8,8,0,10,19,0.3482,0.2768,0.375,2,4,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,112,z
11,15,17,9,1,13,19,2,1,20,34,7,16,0,5,0,1,0,0,30,0.4146,0.1382,0.4472,4,1,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,123,r
5,7,23,21,2,3,15,22,5,19,13,16,15,29,0,2,9,2,4,16,0.4404,0.5596,0,3,7,0,0,0,0,1,1,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109,l
11,25,6,7,0,13,13,7,11,16,5,28,19,5,7,7,21,9,0,11,0.4674,0.1111,0.4215,7,2,8,1,0,1,0,0,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,2,1,0,1,2,0,0,261,p
12,8,1,9,12,4,17,22,10,20,10,13,2,9,0,9,6,3,6,26,0.5182,0.1727,0.3091,6,5,5,0,0,1,0,0,0,1,3,0,0,0,4,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,220,r
5,14,4,15,2,12,21,11,4,7,15,14,14,15,12,10,3,14,7,17,0.4458,0.1807,0.3735,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83,u
20,17,4,12,10,15,10,12,3,6,8,13,7,7,1,9,17,10,15,14,0.4404,0.1193,0.4404,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,109,c
17,10,9,8,10,5,17,5,10,2,11,20,6,13,15,9,12,13,9,2,0.6542,0.243,0.1028,5,3,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107,k
0,12,11,24,0,13,29,14,6,12,12,14,1,0,9,3,6,13,0,15,0.4555,0.0753,0.4692,9,2,9,0,0,1,1,0,0,4,0,2,0,0,2,0,0,0,0,0,0,1,1,3,1,0,0,1,1,0,292,t
11,11,5,7,8,19,18,5,17,20,13,14,21,12,3,16,16,0,14,11,0.3191,0,0.6809,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,94,f
7,12,16,31,11,10,16,5,20,16,18,4,8,18,9,13,5,7,7,12,0.4421,0.1159,0.4421,9,3,10,2,0,1,0,0,0,2,2,1,0,0,1,0,0,0,1,0,1,0,0,3,1,0,2,1,1,1,328,p
0,13,11,20,0,8,16,3,1,15,14,9,10,18,14,6,8,8,5,11,0.4583,0.2361,0.3056,5,5,3,0,0,0,3,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,144,l
20,14,8,11,16,6,17,3,14,19,10,10,7,5,8,9,20,2,14,20,0.3366,0.3168,0.3465,2,4,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,101,z
10,9,10,13,0,3,7,11,0,13,9,9,7,12,18,22,11,10,25,13,0.5534,0.2136,0.233,6,3,2,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,103,z
2,8,9,22,0,5,15,1,3,27,15,24,12,7,8,7,2,4,6,24,0.4454,0.2017,0.3529,4,3,3,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,119,r
25,17,4,0,4,2,0,31,0,23,6,11,1,0,12,12,16,0,0,20,0.4947,0.1158,0.3895,8,5,7,0,0,0,1,0,0,4,1,0,0,0,3,0,0,0,0,2,0,1,1,2,2,0,1,0,0,0,285,s
21,15,2,13,0,9,16,12,8,5,10,4,8,3,26,18,2,0,2,8,0.3488,0,0.6512,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,86,c
6,0,12,5,0,3,21,8,0,12,11,2,6,0,34,15,19,4,4,21,0.494,0.506,0,3,5,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,g
6,8,0,6,0,8,11,6,7,11,18,3,12,3,35,7,11,10,0,20,0.4536,0.5464,0,3,6,0,0,0,0,1,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,g
8,10,9,19,7,9,17,16,6,12,6,6,8,5,28,17,17,14,3,11,0.4819,0.5181,0,2,4,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,g
18,8,12,8,0,8,4,22,7,25,4,3,3,7,8,18,16,2,12,25,0.5429,0.4571,0,4,7,0,0,1,0,2,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,140,g
13,15,10,1,9,5,8,21,5,24,9,23,8,12,5,15,22,0,4,18,0.3983,0.0996,0.5021,8,3,8,0,0,1,0,0,2,4,0,1,0,0,1,0,0,0,1,0,0,1,2,3,0,0,0,1,0,0,241,t
7,18,9,25,0,1,3,0,0,24,12,14,26,12,5,10,10,0,3,18,0.3984,0.1875,0.4141,3,3,5,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,128,r
7,15,7,8,16,2,9,20,11,18,9,15,9,17,12,7,20,2,18,17,0.4458,0.0783,0.4759,12,4,11,0,0,2,1,0,1,5,1,1,0,0,2,0,0,0,2,0,0,2,2,4,0,0,1,1,0,0,332,t
6,19,12,11,0,14,5,26,13,21,23,8,6,3,8,3,4,6,0,17,0.4647,0.1471,0.3882,5,4,5,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,170,s
17,27,11,6,17,6,1,6,11,15,13,11,12,11,9,8,11,0,3,16,0.3885,0.5796,0.0318,4,8,0,0,0,0,1,2,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157,g
10,8,2,2,0,6,6,13,2,21,9,15,9,2,33,18,17,19,0,17,0.5806,0.4194,0,6,6,0,0,1,0,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,g
6,9,6,13,40,4,8,11,0,3,2,3,7,7,27,18,6,3,3,4,0.6389,0.3611,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-
10,12,8,1,45,2,0,12,3,6,6,4,3,3,16,13,9,2,7,4,0.55,0.45,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-
6,10,3,10,2,18,32,5,9,11,9,26,5,8,23,4,9,0,5,15,0.4624,0.5376,0,4,6,0,0,0,0,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,g
4,28,7,6,3,7,16,7,4,23,10,26,5,10,0,1,2,3,16,29,0.4,0.46,0.14,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,k
6,7,13,17,8,7,5,4,10,20,17,14,3,16,8,10,15,3,22,15,0.5444,0.3254,0.1302,3,6,1,0,0,0,1,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169,l
6,6,13,9,0,27,18,11,2,3,8,10,4,27,0,7,5,5,16,1,0.5046,0.2176,0.2778,5,4,3,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,216,l
24,5,0,5,11,0,3,11,2,7,23,4,10,3,26,10,13,5,9,10,0.497,0.1916,0.3114,4,4,4,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,167,s
21,6,3,2,16,4,3,28,12,27,14,2,4,1,3,10,13,0,9,31,0.5148,0.1967,0.2885,7,5,7,0,0,1,1,0,0,1,2,0,0,0,2,0,0,1,1,0,1,2,1,0,1,1,1,1,0,0,305,q
2,10,9,9,8,4,1,21,18,24,18,7,21,29,11,13,8,15,9,19,0.4831,0.1423,0.3745,10,5,7,0,0,2,1,0,0,2,4,0,1,0,3,0,0,0,1,0,0,1,1,0,3,0,1,0,0,0,267,w
